SMILES,BA_predicted,LogP,QED,TPSA,MW,HBD,HBA,RotBonds
CCS(=O)(=O)N1CCc2ccc(S(=O)(=O)N3CCCC3)c(c2)CN(c2cccnc2)CC1,-6.3711,2.08,0.654,90.89,478.64,0,6,5
COc1ccc(N2CCN(S(=O)(=O)c3ccc(C(=O)Nc4cccc(C)c4)cc3)CC2)cc1,-6.3644,3.767,0.6,78.95,465.58,1,5,6
CC(CC(=O)N1CCC(CNS(=O)(=O)c2cccc(OC(C)C)c2)CC1)NC(=O)CC(N)CC(=O)O,-6.3641,1.078,0.296,168.13,526.66,4,7,13
COc1ccc(OC)c(-c2ccc(NC(=O)Cc3c(C)noc3C)cc2)c1,-6.3419,4.157,0.709,73.59,366.42,1,5,6
COc1ccc(Oc2nccnc2C(=O)N2CCN(c3cc(Cl)c(N(=O)=O)nc3Cl)CC2)cc1,-6.3333,3.85,0.279,123.82,505.32,0,9,6
CCCCCCCCNC(=O)C1CC(=O)N(c2cn(CC(=O)O)c3ccc(N4CCC(C(=O)OCC5OC(=O)C(O)C5O)CC4)nc23)C1,-6.3194,1.357,0.157,200.83,671.75,4,11,15
NCC(O)COc1ccc(C(=O)NCc2cccc(CCCCC(=O)O)c2)cc1,-6.3068,2.112,0.405,121.88,400.48,4,5,12
NS(=O)(=O)c1ccc(-c2ccc(N3CCN(CC(=O)Nc4ccccc4Cl)CC3)c(F)c2)cc1,-6.3,3.554,0.537,95.74,503.0,2,5,6
CC(C)(C)c1ccc(OCc2ccc(NC(=O)c3ccccc3)cc2)cc1,-6.2966,5.815,0.624,38.33,359.47,1,2,5
CCCCCC(=O)Nc1ccc(CC(=O)N2CCN(c3cccc(C)c3)CC2)cc1,-6.2932,4.405,0.66,52.65,407.56,1,3,8
CC1cccc(Oc2ccc(CN3CCN(c4ccccc4Cl)CC3)cc2)c2cC(CCC2)NC1=O,-6.291,5.726,0.566,44.81,504.07,1,4,5
CCCCCCCCCCc1ccc(OCc2ccccc2)c(O)c1,-6.2848,6.654,0.438,29.46,340.51,1,2,12
CN(C)CCNC(=O)c1ccc(-c2ccc(Oc3cc(Cl)cc(Cl)c3)cc2)cc1,-6.284,5.744,0.521,41.57,429.35,1,3,7
O=C(O)C(CN1CCN(C(=O)C(Cc2ccc(O)cc2)NC2C3CCCCC2C3)CC1)c1ccccc1,-6.2731,3.484,0.483,93.11,505.66,3,5,9
CCOc1ccc(CSC2=NN(c3ccc(Cl)cc3)C(=O)NC2=O)cc1OCC,-6.2724,3.664,0.545,86.21,433.92,1,6,8
Cc1ccc(-n2cnc(Nc3cncnc3)c2C(=O)c2ccc(OC(F)(F)F)c(OC(CC(C)C)C(C)C)c2)cc1,-6.2723,7.293,0.19,91.16,567.61,1,7,11
COc1cccc(CNC(=O)CC2CNC(C)(c3ccccc3)C2C2CCCCC2)c1,-6.2613,5.033,0.66,50.36,420.6,2,3,7
CCN(CC)CCCOC(=O)c1ccccc1CN(C(=O)c1ccc(OCCCn2ccnc2)c(OC)c1)c1ccc(Cl)c(Cl)c1,-6.2474,7.403,0.086,86.13,667.63,0,7,17
COc1cccc(CNC(=O)CCN(C)S(=O)(=O)c2ccc3c(c2)CCC3)c1,-6.2452,2.511,0.736,75.71,402.52,1,4,8
CCOC(=O)NC(C(=O)Oc1ccc(C(=O)NS(=O)(=O)c2ccccc2)cc1Cl)C(C)C,-6.2443,3.135,0.437,127.87,482.94,2,7,8
O=C(O)Cc1ccc(-c2ccc(C(=O)NC3CCCCC3)cc2)cc1,-6.233,4.043,0.865,66.4,337.42,2,2,5
COC1=CC(C)(C)C(NC(=S)Nc2ccc(OC(C)=O)c(C(C)=O)c2)C(=O)OC1C,-6.2292,2.971,0.313,102.96,434.51,2,7,5
COc1nc(C(=O)N2CCOCC2)cc(C(=O)OCC(=O)Nc2cc(CCCO)c(C)cc2C(C)c2ccc(F)cc2)c1C,-6.2077,4.191,0.311,127.29,607.68,2,8,11
Cc1ccc(Oc2cnc(S(=O)(=O)NC(=O)Nc3ccccc3)nc2N2CCN(C)CC2)cc1,-6.2038,2.84,0.515,116.76,482.57,2,8,6
CC(C)CCC(=O)Nc1ccc(C(=O)c2cccc3cccnc23)[nH]1,-6.198,4.169,0.664,74.85,335.41,2,3,6
Cc1cc(C2=NNC(=O)C2)cnc1-c1ccnc(NC(=O)c2ccc(F)cc2)c1,-6.1935,3.067,0.717,96.34,389.39,2,5,4
O=C(CCC(O)C(O)CO)Nc1nc2cn3cc(Cc4ccccc4O)c2ccc13,-6.1835,0.822,0.454,125.62,409.44,5,7,7
C=CCN(Cc1ccccc1)c1nc2c(OC)cccc2C(=O)C1=Cc1cccc(O)c1,-6.1811,5.399,0.425,62.13,424.5,1,5,6
Cc1ccc(CSCCCOc2cccc(-c3ccc(Cl)cc3)c2)cc1,-6.1804,7.018,0.387,9.23,382.96,0,2,8
CC1(Oc2ccc(Cl)c(C(=O)Nc3cc(Cl)ccc3CO)c2)OC(=O)C1=O,-6.1786,2.959,0.581,101.93,410.21,2,6,5
Nc1nc(Cc2ccc(N(=O)=O)cc2)cc(NCc2ccccc2)n1,-6.1699,3.17,0.529,106.97,335.37,2,6,6
COc1ccc(Cc2c(C)cc(C(C)=O)cc2N(C)S(=O)(=O)c2ccc(F)cc2)cc1,-6.161,4.761,0.496,63.68,441.52,0,4,7
COCc1cc(OC)cc(O)c1C(=O)c1ccccc1N1CCN(Cc2ccc(C(=O)O)cc2)CC1,-6.1523,3.799,0.437,99.54,490.56,2,7,9
CC(C)C(NC(=O)Cc1ccc(CN2CCC(NC(=O)C=Cc3cccc(O)c3)CC2)cc1)NC(=O)C1CCC1,-6.1481,3.743,0.254,110.77,546.71,4,5,11
CCCNC(=O)CCN1C(C(=O)O)CCs1c1nc(-c2cc(-c3ccccc3)c(CCC(C)(O)C(F)(F)F)nc2-c2ccc(Cl)cc2)n(C)n1,-6.1391,6.461,0.115,133.47,733.26,4,7,13
COc1cccc2[nH]cc(CC(N)C3=Nc4ccccc4NC3=NC(=O)c3ccccc3)c12,-6.1373,4.036,0.386,109.15,437.5,3,4,5
COc1ccc(C(=O)c2ccc(N(=O)=O)cc2)cc1CNCc1ccc(F)c(F)c1,-6.1369,4.402,0.337,81.47,412.39,1,5,8
CCCC(=O)N1CCC(NC(=O)C(N)Cc2cccs2)(C(=O)NC(Cc2ccccc2)C(=O)Cc2ccc(C(=O)O)cc2)CC1,-6.1365,3.133,0.213,158.9,632.78,4,7,14
CCOc1ccc(NC(=O)CC(=O)c2ccc3ccccc3c2O)cc1,-6.1327,4.156,0.518,75.63,349.39,2,4,6
COc1ccccc1NC(=O)CN1CCN(C(=O)CC2CC(=O)NC(Cc3ccccc3)S2)CC1,-6.13,2.359,0.583,90.98,496.63,2,6,8
CC(C)C1CN(CC(O)COc2ccccc2)CC1OC(=O)c1cccc(OS(C)(=O)=O)c1,-6.1236,2.578,0.412,102.37,477.58,1,8,10
Cc1cc(N(C)C)ccc1C=NNC(=O)c1c(C)on1Cc1ccc(Cl)cc1,-6.1215,4.23,0.499,62.77,398.89,1,4,6
CCOCCCn1c(CO)nc2cc-c3ccc(C(=O)NCc4ccccc4)cc3C(=O)Nc21,-6.1199,3.468,0.424,105.48,460.53,3,5,9
Cn1cc2c(cc1C(=O)O)c(NCc1ccccc1)CN(c1ccccc1Cl)C2,-6.1104,4.002,0.784,55.81,407.9,2,4,5
COc1nccc(-c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(OCCCN(C)C)cc4)cc3)cc2)n1,-6.1078,4.987,0.266,105.68,525.61,2,7,11
CN(C)C(=O)CC(=O)Nc1ccc(-c2ccc3c(c2)N(Cc2cccc(C#N)c2)C(=O)CO3)cc1,-6.0998,3.568,0.557,102.74,468.51,1,5,6
Cc1nn(C(=O)COc2cccc(Cl)c2)nc1-c1ccc(Cl)cc1Cl,-6.0992,4.933,0.627,57.01,396.66,0,4,4
O=C(COc1ccc2ccccc2n1)Nc1cccc(N(=O)=O)c1,-6.0986,3.161,0.575,94.36,323.31,1,5,5
Cc1cc2nc(CC(=O)[O-])oc2c(-c2ccccc2OCC2CCC(F)(C(=O)COCc3ccccc3)n2)n1,-6.0873,3.073,0.29,126.61,532.55,1,9,11
COc1ccc(-c2nnc(CNC3CCCC3)nc2NC(C)c2ccccc2)cc1,-6.0683,4.753,0.565,71.96,403.53,2,6,8
CC(C)CCNc1[nH]c(-c2ccccc2)nc1C(=O)NCc1cccnc1,-6.0661,3.86,0.567,82.7,363.47,3,4,8
Nc1ccc(S(=O)(=O)NC(CC(=O)Nc2cccc(CBr)c2)Cc2cccc(-n3cnnc3)c2)cc1,-6.0657,3.663,0.197,132.0,569.49,3,6,10
COc1ccc(NCC(C)(C)C(=O)NC(Cc2ccccc2)C(=O)OCc2ccc(O)cc2)cc1,-6.0586,4.31,0.357,96.89,476.57,3,6,11
CC(=O)Nc1cc(C(=O)Nc2ccc(C(=O)c3ccc4c(c3)OCO4)cc2)cc(C(F)(F)F)c1,-6.0546,4.876,0.519,93.73,470.4,2,5,5
CCCC(=O)NC(=O)C1=NC(=O)c2ncn(CC(COC(C)=O)OCc3ccc(C)c(C)c3)c21,-6.0385,2.034,0.528,128.95,468.51,1,7,10
CCc1ccc(C2CCN(S(=O)(=O)c3ccc4[nH]ccc4c3)CC2)cc1,-6.0364,4.299,0.746,53.17,368.5,1,2,4
C=CCN(CC(Cc1ccc(C)s1)OC(=O)NCCCCNCCCCCCCCCN(CCO)Cc1ccccc1)C(=O)c1ccc(COCCc2ccccc2)cc1,-6.031,9.377,0.033,103.37,839.2,3,8,32
Cc1nnc(SCc2ccc3c(c2)OCO3)nc1-c1ccc(OCC2CCCCN2)cc1,-6.026,4.389,0.531,78.39,450.56,1,8,7
CN1CCC(CC2C(N)CC(Cc3ccccc3)OC2C2OC(OCc3ccccc3)=CNC2=O)CC1,-6.0216,3.593,0.57,86.05,505.66,2,6,8
CCN1C=C(c2ccc(NC(=N)NC(Cc3ccccc3)C(=O)NCCCN3CCCC3)cc2)C(=O)N1,-6.0173,3.013,0.157,118.04,503.65,5,4,11
O=C(C=Cc1ccc(O)cc1)C=Cc1cccc2ccccc12,-6.0159,4.841,0.7,37.3,300.36,1,2,4
O=C(NCc1ccccc1F)n1cc(-c2ccccc2)nc1-c1ccccc1,-6.0108,5.114,0.542,46.92,371.42,1,2,4
CCOc1ccccc1N=C(NC(C)=Nc1ccccc1)C(=O)CCN1CCN(C(=O)CCSc2nnc(SCC(=O)N3CCOCC3)n2C)CC1,-6.0095,3.82,0.138,146.85,749.96,1,12,15
CCCN(CC1CCN(C(=O)CN2CCN(C(=O)COc3cc(C)cc(C)c3)CC2)CC1)c1ccc(OC)cc1,-5.9987,3.99,0.422,65.56,550.74,0,6,11
Cn1ncnc1CS(=O)(=O)C1=C(c2ccc(-c3ccc(N(=O)=O)cc3)cc2F)N(C(C)(C)C)C(=O)C1,-5.9978,3.844,0.362,128.3,513.55,0,7,6
CC(C)CC(=CCC1OC1(Nc1ccc(N(=O)=O)nn1)c1ccccc1)CC(=O)O,-5.9922,3.886,0.26,130.78,412.45,2,7,10
COc1ccc(N2CCN(c3c(CNCc4ccc5ncccc5n4)nc4cc(C)c(Cl)cc4c3Cl)CC2)cc1,-5.9839,6.418,0.241,66.41,573.53,1,7,7
Cc1ccc(Nc2cc(C3CCCC3)nc(N3CCCN(Cc4ccncn4)CC3)c2)c(F)c1,-5.9821,5.433,0.529,57.18,460.6,1,6,6
COCC(=O)NC(Cc1ccc(-c2cnccn2)cc1)C(=O)Nc1ncc(C2CCO2)s1,-5.9802,2.374,0.511,115.33,453.52,2,8,9
N=C(N)c1ccc(-c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,-5.9641,5.144,0.384,67.69,372.86,2,2,4
CCCCCCCCCC=CCCCCCCCC(=O)CC1OS(=O)(=O)c2ccc(C(=O)NCC3SC(CC(C)C)C(=O)NC3=O)cc2C1O,-5.9638,7.097,0.046,155.94,735.02,3,9,23
CCCCCc1cccc(NC(=O)C(C#N)=NNC(=O)c2cccs2)c1,-5.9615,3.729,0.422,94.35,368.46,2,5,8
N[N+]1(CCOCc2ccccc2)CCC(OCC(=O)NC(Cc2ccccc2)C(=O)NS(=O)(=O)Cc2ccccc2)C1,-5.9488,2.056,0.139,136.82,595.74,3,7,15
CCOc1ccc2[nH]nc(C(=O)Oc3cccc(CCC=CCC(=O)c4ccccc4)c3)c2c1,-5.9467,5.943,0.139,81.28,454.53,1,5,10
Cc1ccc(SC2C(=O)C=C(O)N2Cc2ccc(COC(=O)N3CCCCC3O)cc2)nn1,-5.9426,3.128,0.657,116.09,470.55,2,9,6
CCOC(=O)N1CCN(C(=O)C2CCCNC2OC(c2ccccc2)c2ccccc2)CC1,-5.942,3.419,0.729,71.11,451.57,1,5,6
CCc1cc(CC(=O)Nc2ccc(Nc3nc(N)nc4c3OCCO4)cc2)ccn1,-5.9408,2.712,0.571,124.28,406.45,3,8,6
COCCOC(=O)c1ccc(C(=O)N2CC3C(C4CC4)CCN3C(=O)C2CN2OC(C)=CC2=O)cc1C,-5.9275,2.013,0.394,111.29,511.58,0,7,8
COc1cc2c(CCCCC3=CC(=O)CCC3=O)c3c(OC)c(OC)cccc3c2cc1OC,-5.926,5.55,0.388,71.06,462.54,0,6,9
Cc1cc(C(=O)OCC(=O)NCC2CCN(C(=O)CC(=O)Nc3cccc(Cl)c3)CC2)[nH]n1,-5.9072,1.912,0.394,133.49,475.93,3,6,8
CC1=NN(Cc2ccc(N(=O)=O)cc2)C(=NC(=O)CCc2ccc(Cl)cc2)S1,-5.9065,3.923,0.449,90.39,416.89,0,5,6
CCc1cccc(C)c1CC1NC(=O)C=CC1OCCO,-5.9039,1.532,0.835,58.56,289.38,2,3,6
CC(C)Oc1ccc(-c2ccc(S(=O)(=O)NCCN(C)CCOc3ccccc3)cc2)cc1,-5.8974,4.43,0.426,67.87,468.62,1,5,12
COc1cc(-c2ccccc2OC)ccc1C=C(C(=O)O)c1nccs1,-5.8895,4.453,0.652,68.65,367.43,1,5,6
C=C(c1ccc(CCCC)cc1)c1ccc(CC(C)C)cc1,-5.8866,6.289,0.562,0.0,292.47,0,0,7
C=CCN(CCCCCCCCCCCCCC)c1ccc(C2(C3CCCCC3)CC2)cc1,-5.8847,9.992,0.158,3.24,451.78,0,1,18
O=C(OC(F)(F)F)c1cccc2ncn(-c3ccc(CON=C4CCCCC4)cc3C(=O)C(F)(F)F)c12,-5.884,6.284,0.163,82.78,527.42,0,6,6
CCN(CC)CCN1CCN(S(=O)(=O)c2ccc(CNC(=O)CSCC3=C(C)C=C(C)Nc4ccccc43)cc2)CC1,-5.8669,4.487,0.345,84.99,611.88,2,7,13
CC(CCCCC(=O)NCC1CCC(S(=O)(=O)N2CCCCCCC2)CC1)c1ccccc1,-5.8607,5.621,0.446,66.48,476.73,1,3,10
NC(=O)c1ccc(C(=O)N2CCC(C(=O)NCc3ccc(Cl)cc3)CC2)cc1,-5.86,2.608,0.809,92.5,399.88,2,3,5
COc1ccccc1Nc1c(C#N)c(-c2ccc(C(F)(F)F)cc2)cc2c1OC(C)=C(Cl)C2=O,-5.8455,7.065,0.335,75.26,484.86,1,5,4
CC(=O)c1ccccc1N1CCN(C(=O)COC(=O)c2ccccc2)CC1,-5.8416,2.395,0.6,66.92,366.42,0,5,5
Cc1nc(COc2ccc(N3SCC3=O)cc2)ccc1NC(=O)CN(C)CC(=O)Nc1cccnc1,-5.8358,2.868,0.403,116.76,506.59,2,8,10
CN(C(=S)NN=C1C(=O)c2ccccc2N1Cc1ccccc1)C(Cc1cccc(N(=O)=O)c1)C(=O)O,-5.8258,3.613,0.262,128.38,517.57,2,6,8
COc1ccc(C=NOCC(=O)Nc2ncc(-c3ccccn3)cc2C)cc1,-5.8205,3.45,0.504,85.7,376.42,1,6,7
COc1cc2c(O)c(O)cc(O)c2cc1OCCn1cnc2c1NC1CC=C2CC1,-5.8205,3.602,0.377,109.0,409.44,4,7,5
Cc1ccc(S(=O)(=O)N2CCCC(S(=O)(=O)c3cccc(Cl)c3)C2)cc1C,-5.8143,3.584,0.747,71.52,427.98,0,4,4
O=C1c2ccccc2N=C(c2ccc(Cl)cc2)N1Cc1ccccc1,-5.8132,4.765,0.536,34.89,346.82,0,2,3
CCOc1ccc(N2CC(C(=O)Nc3cc(Cl)ccc3C)CC2=O)cc1,-5.7877,4.039,0.861,58.64,372.85,1,3,5
Nc1cc(-c2cc3cc(c4ccc(N(=O)=O)cc4)ccc3[nH]2)ccn1,-5.7804,4.387,0.43,97.84,330.35,2,4,3
CC(NC(=O)CC1C(=O)N(C2CCCN(Cc3ccccc3)C2)C1=O)c1ccc(N(=O)=O)cc1,-5.7713,2.812,0.278,112.86,464.52,1,6,8
N=C(N)c1cccc(-c2csc(S(=O)(=O)N3CCCCC3)c2)c1,-5.7691,2.874,0.657,87.25,349.48,2,4,4
CC1CCCC1NOc1ccc(-c2nc3ccc(N)cc3s2)cc1,-5.7652,4.618,0.538,60.17,339.46,2,5,4
COc1cc(CCC(=O)O)c2[nH]cc(Cc3ccc(OC)c(OC)c3)c2c1,-5.7483,3.802,0.631,80.78,369.42,2,4,8
CC1CN(CC(=O)N(C)Cc2cccc(-c3cnc4c(c3)ncn4C)c2)C(C)(C)C1,-5.7376,3.714,0.649,54.26,405.55,0,4,5
COc1ccccc1C(=O)Nc1nc2ccc(N3CCC3)cc2s1,-5.716,3.767,0.786,54.46,339.42,1,5,4
COc1ccc(C2=NN(C(=O)CN3C(=O)NC(=O)C(F)(Cl)C3=O)C(c3ccc(F)cc3F)C2)cc1,-5.7133,2.634,0.493,108.38,508.84,1,6,5
COc1cc2c(cc1Cl)CC2c1ccc(Cl)cc1,-5.7114,4.69,0.774,9.23,279.17,0,1,2
Cc1ccccc1-c1nc(COc2cc(Cl)ccc2Cl)oc1CNC(C)C,-5.7081,6.034,0.521,47.29,405.33,1,4,7
NNC(=O)CN1C(=O)Cc2ccc(-c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2C1=O,-5.7077,1.669,0.267,129.88,454.44,2,6,4
O=C(O)CC1NC(=O)C(CC(=O)NOCCN2CCC(c3ccccc3)CC2)=CC(=O)C(CO)OC(c2ccc(O)cc2)C1OC(=O)C=Cc1ccccc1,-5.7048,3.222,0.07,201.03,755.82,5,11,14
CN(C)CCNC(=O)c1c(-c2ccccc2)cn2oc(-c3ccccn3)cc12,-5.698,3.553,0.561,62.78,374.44,1,4,6
CN(C)CCN1N=C(C(=O)Nc2ccc(N(=O)=O)cc2)c2ccccc2C1=O,-5.6777,2.119,0.517,110.37,381.39,1,6,6
CC1(O)C(=Cc2ccc(O)cc2)CC(Oc2ccc(F)cc2)C1O,-5.6752,2.878,0.809,69.92,330.36,3,4,3
O=C(Nc1ccc(Cl)cc1)c1nc(-c2cccs2)sc1S(=O)(=O)c1ccc(F)cc1,-5.6668,5.749,0.37,76.13,478.98,1,6,5
COc1cc(C(NC2CCN(c3ccc(Cl)cc3)CC2)C2CC3CCC2C3)cc(OC)c1OC,-5.6595,6.102,0.49,42.96,485.07,1,5,8
CC(C)c1cccc(C(Cc2ccccn2)C(=O)NCCCSc2ncccn2)c1,-5.6592,4.62,0.294,67.77,420.58,1,5,10
COc1ccc(OC)c(C(=O)Nc2cn(c3ccccc3)CCCN3C=CC(=O)Oc3c3c(c2C)CCC3)c1,-5.6589,5.27,0.531,80.34,527.62,1,7,5
O=C(Nc1cccc2ccccc12)c1cccc(CCNCCn2cccn2)c1,-5.6565,4.121,0.449,58.95,384.48,2,3,8
CC(=O)Oc1cccc(C=CC(=O)c2ccc(Cl)cc2)c1CCC(CC(=O)O)C(C)=O,-5.6466,4.774,0.246,97.74,442.9,1,5,10
COc1ccc(OCc2nc(-c3ccc(OC)c(OC)c3)oc2C)cc1,-5.6428,4.255,0.631,62.95,355.39,0,6,7
COc1ccc(CCNc2cc(NCCCN)ncc2C(=O)NCc2ccc(O)c(OC)c2)cc1,-5.6421,3.15,0.236,130.76,479.58,5,8,13
O=C(CCc1noc(-c2ccccc2)n1)c1ccc(C(F)(F)F)cc1,-5.6366,4.571,0.635,55.99,346.31,0,4,5
CCOC(=O)c1c(C)nc2ccccc2c1SCC(=O)NCc1cccc(F)c1,-5.6359,4.268,0.464,68.29,412.49,1,5,7
CCS(=O)(=O)c1ccc(-c2nc3c(OC)cccc3n2Cc2ccc(N(C)C(F)(F)F)cc2)cc1,-5.6217,5.51,0.311,64.43,503.55,0,5,7
COc1cccc(-c2nc(NC3CC3)c3ccccc3n2)c1,-5.609,3.88,0.792,47.04,291.35,1,4,4
CCOC(=O)C12c(c(NCCOC)nc(-c3ccc(C)cc3)N1C(=O)c1ccc3c(c1)OCCO3)-c1ccccc12,-5.608,4.046,0.332,98.69,553.62,1,8,8
CSc1ccc(C2=C(N)N(c3ccccc3)C(c3ccccc3)C2)cc1C=NN=C(N)N,-5.6021,4.295,0.228,106.02,442.59,3,5,6
Cc1ccc(C2CCC(n3ncc(C(=O)NCCc4c[nH]c5ccccc45)n3)CC2)cc1,-5.5899,4.939,0.458,75.6,427.55,2,3,6
NC(Cc1ccccc1)C(=O)N1CC2c3ccccc3CC2C(=O)N1,-5.583,1.386,0.89,75.43,335.41,2,3,3
CCOC(=O)N1CCN(C(c2ccc(C(C)(C)C)cc2)C(C(=O)Nc2ccc(OCCCN3CCOCC3)c(C)c2)C(C)C)CC1,-5.5822,6.12,0.281,83.58,636.88,1,7,12
CN(CCOc1ccc(C(C)(C)O)cc1)C(C)(C(=O)N1CCN(c2ccccc2)CC1)c1ccccc1,-5.566,4.489,0.468,56.25,501.67,1,5,9
CC1(OC(=O)CCc2ccccc2)C(=O)C=CC2=C1NC(=O)NC2=O,-5.5624,1.05,0.809,109.09,340.34,2,5,4
Cc1c(N(=O)=O)sc2c1C(c1ccccc1)NC(=N)N2CC(C)C,-5.5605,4.054,0.647,82.26,344.44,2,4,4
CCN(CCO)C(=O)c1cc(C(=O)OCC(=O)NCc2ccccc2)ccc1O,-5.5585,1.32,0.547,116.17,400.43,3,6,9
COc1ccc(OC)c(NC(=O)c2ccc3ccc(C(=O)O)cc3c2)c1,-5.5582,3.808,0.73,84.86,351.36,2,4,5
O=C(O)C1CC(O)C(O)N(CCCP(=O)(O)O)C(=O)C=Cc2ccc2-c2cccc(c2)CN(C(=O)N2CCCC2C(=O)O)C1,-5.5461,1.217,0.245,216.45,633.59,6,7,6
CCOc1ccccc1CNC(=O)CSC1=Nc2ccccc2N(CCCS(=O)(=O)c2cccc(C)c2)OC1=O,-5.5438,4.616,0.349,114.37,581.72,1,9,11
CN(CC(=O)Nc1cccc(S(=O)(=O)c2ccc(F)cc2)c1)C(=O)CCn1cnnc1,-5.5362,1.737,0.528,114.26,445.48,1,6,8
CC(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)c(C3CCNCC3)n2)cc1,-5.532,1.409,0.803,89.35,383.45,1,6,4
O=C(COC(=O)c1ccc(F)c(S(=O)(=O)N2CCSCC2)c1)NNC(=O)c1ccc(C(F)(F)F)cc1,-5.5287,2.2,0.322,121.88,549.52,2,7,6
COc1cc2c(cc1SC)C(=O)C(N(C)CCCc1ccccc1)=CC(=O)N2,-5.5287,3.688,0.617,62.4,396.51,1,5,7
Cc1ccc(C(C(=O)Nc2ccc(Cl)cc2)c2ccccc2)cc1,-5.5283,5.419,0.677,29.1,335.83,1,1,4
CC(=O)c1ccc(-c2noc(C(C(C)C)N3CCCCC3)n2)cc1,-5.5132,4.122,0.773,59.23,327.43,0,5,5
CC(=Nc1ccc(C=Cc2ccc(Cl)c(Cl)c2)o1)NC(=O)c1cccc(F)c1,-5.5131,6.376,0.396,54.6,417.27,1,3,4
COc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2Oc2ccc(C)cc2)cc1,-5.4822,6.067,0.565,47.56,401.38,1,3,5
COc1ccccc1-c1cc2oCc3cccc(C)c3Cc(c3c1CCN(C)CC3)C(=O)CC2,-5.4816,5.799,0.574,38.77,455.6,0,4,2
C=CC=CC(=O)Nc1cccc(C(=O)Nc2ccc(-n3ccnc3)cc2)c1,-5.4744,3.805,0.52,76.02,358.4,2,3,6
COc1cccc(COc2ccc3c(c2)CCCC3NC(=O)NC2CCCCC2)c1,-5.4698,5.284,0.683,59.59,408.54,2,3,6
Cc1ccc(N2C(=O)Nc3ccc(cc3)C(CC3(C)C(=O)Nc4ccccc43)C2c2ccccc2)cc1,-5.4566,7.172,0.32,61.44,487.6,2,2,4
CC(C)c1nc(C(=O)NN=Cc2ccccc2OCc2ccoc2)cs1,-5.454,4.202,0.5,76.72,369.45,1,6,7
COc1ccc2nn-c(C(=O)NCCCCc3ccccc3)c(CO)c2c1,-5.4278,2.883,0.6,84.34,365.43,2,5,8
CC(NCc1ccncc1)C(=O)N1CCC(c2cnn(Cc3ccccc3)n2)CC1,-5.4242,2.606,0.655,75.94,404.52,1,5,7
CCN(CC)C1=NC2CCC1C2,-5.4078,1.909,0.612,15.6,166.27,0,2,2
Cc1ccc(C(CS(=O)(=O)Cc2ccccc2)NCc2cc3ccccc3o2)cc1,-5.4027,5.187,0.427,59.31,419.55,1,4,8
O=C1C=Cc2cc(F)ccc2C(c2ccccc2)=NN1,-5.4015,2.721,0.847,41.46,266.27,1,2,1
CC12CSc3c(CNC(=O)c4ccccc4)ccnc3N(CC(=O)O)C1=Cc1ccccc12,-5.3914,4.321,0.594,82.53,457.56,2,5,5
COc1ccc2ncc(S(=O)(=O)NC(=O)NC(CC(C)C)C(O)COc3ccccc3)cc2c1,-5.3859,3.086,0.401,126.85,487.58,3,7,10
CCOc1ccc(C(=O)NC2CC3CCC(C2)N3C(=O)c2ccccc2)cc1,-5.3627,3.651,0.864,58.64,378.47,1,3,5
CCC(C)C(=O)Nc1c(Cl)ccc(Oc2ccccc2C(F)(F)F)c1CCC(=O)O,-5.3621,6.153,0.512,75.63,443.85,2,3,8
CC(=O)c1ccc(NC(=O)CN2C(=O)COc3ccc(Cl)cc32)cc1,-5.3557,2.907,0.853,75.71,358.78,1,4,4
CN(CCCn1ccnc1)CC1CCCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-5.3536,3.551,0.256,116.56,573.74,3,5,15
CC(C)=CNc1cc(C(=O)NNC(=O)c2ccccc2)ccc1Cl,-5.3507,3.75,0.74,70.23,343.81,3,3,4
COc1cccc2ccc(CCCC(C(=O)NCCc3ccccc3)N3CCC(C)CC3)cc12,-5.3486,5.631,0.428,41.57,458.65,1,3,10
Cc1ccc2nc(c3ccc(CC(C)C)cc3)SCc(-c3nccs3)nn12,-5.3387,5.529,0.584,42.54,394.57,0,5,4
CC1=CC(=O)C=C(c2cccc(S(=O)(=O)N3CCCC3)c2)N1,-5.3382,2.135,0.942,70.24,318.4,1,3,3
Cn1ccnc1SCC1CCCN1c1ncc(-c2cccc(CNC(=O)NCc3ccc4c(c3)N(C(=O)C3CCCCCC3)CC4)c2)nn1,-5.3372,5.892,0.157,121.17,679.89,2,8,10
CCOC(=O)C1CCN(C(=Nc2ccc(C)cc2)S(=O)(=O)c2ccccc2)CC1,-5.3357,3.732,0.433,76.04,414.53,0,5,4
CCN(CC(C)C)C(=O)C(Cc1ccccc1)N(C(=O)COc1ccc(S(C)(=O)=O)cc1)C(=O)NCc1ccccc1,-5.3262,4.323,0.316,113.09,593.75,1,6,13
CCCCOC(=O)c1ccc(NC(=O)C(CC(C)C)C(=O)NC(C)c2cccc(F)c2)cc1,-5.3184,5.261,0.274,84.5,456.56,2,4,11
CCC1(c2ccccc2)C(=O)c2ccc(OCCNCCNCCNCCN3CCC(C(=O)O)CC3)cc21,-5.3154,2.523,0.25,102.93,522.69,4,7,16
