SMILES,BA_predicted,LogP,QED,TPSA,MW,HBD,HBA,RotBonds
COc1ccc(C(=O)c2ccc(C(=O)c3cc(S(=O)(=O)c4ccccc4C)ccc3Cn3ccc4ccccc43)cc2)cc1,-8.2594,7.301,0.163,82.44,599.71,0,5,9
Cc1ccc(S(=O)(=O)c2ccc(-c3ccc(N4NC(=O)C(Cc5ccc(C(=O)c6cccc(Br)c6)cc5)C4=O)cc3)cc2)cc1,-8.258,6.725,0.145,100.62,679.59,1,5,8
COc1ccc(C(=O)Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(S(=O)(=O)c5ccccc5)cc4)c3)cc2)cc1,-8.2521,6.209,0.117,103.81,576.63,0,7,9
Cc1cccc(S(=O)(=O)c2ccc(C(=O)Cc3ccc(S(=O)(=O)c4ccc(C(=O)Oc5ccc(C(=O)Nc6ccc(C(=O)O)cc6)cc5)cc4)cc3)cc2)c1,-8.2497,7.256,0.073,178.05,773.84,2,9,12
Cc1cccc(-c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)c1,-8.2482,6.559,0.214,85.35,552.67,0,5,7
COc1ccc(C(=O)c2cccc(C(=O)c3ccc(C(O)c4ccc(N(=O)=O)cc4)cc3)c2)cc1,-8.2463,5.147,0.218,106.74,467.48,1,6,8
Cc1ccc(CNC(=O)Nc2ccc(-c3cccc(C(=O)c4ccc(C(=O)c5ccc(C(=O)c6ccccc6)cc5)cc4)c3)cc2)cc1,-8.2414,8.677,0.149,92.34,628.73,2,4,10
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.2413,6.123,0.205,102.42,580.68,0,6,8
O=C(O)c1ccc(C(=O)CC(c2ccc(-c3ccccc3)cc2)c2ccc(S(=O)(=O)O)cc2)cc1,-8.2407,5.703,0.244,108.74,486.55,2,4,8
COc1ccccc1Nc1cc(S(=O)(=O)c2ccc(c3cccc(N(=O)=O)c3)c(C(N)=O)c2)ccc1n1cc(C(=O)Nc2ccccc2)c(-c2ccccc2)c1,-8.2403,8.656,0.082,175.66,763.83,3,8,12
Cc1ccc(C(=O)c2ccc(-c3ccc(Oc4cccc(NC(=O)c5cccc(C(=O)O)c5)c4)cc3)cc2)cc1,-8.2388,7.636,0.202,92.7,527.58,2,4,8
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.2342,5.823,0.197,111.65,596.68,0,7,9
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccc(S(=O)(=O)O)cc4)cc3)cc2)cc1,-8.2281,4.187,0.239,151.75,563.61,2,7,8
Cc1ccc(S(=O)(=O)c2cccc(C(=O)c3cccc(C(=O)c4ccc(S(=O)(=O)c5ccccc5)cc4)c3)c2)cc1,-8.2249,6.123,0.205,102.42,580.68,0,6,8
COc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.2243,5.823,0.197,111.65,596.68,0,7,9
O=C(Nc1ccccc1C(=O)Oc1ccc(S(=O)c2ccccc2)cc1)c1cccc(C(=O)c2ccccc2Cl)c1,-8.2242,7.209,0.119,89.54,580.06,1,5,8
NC(=O)c1cccc(C(=O)c2ccc(-c3cccc(C(=O)c4ccc(O)c(C(=O)c5cccc(C(=O)O)c5)c4)c3)cc2)c1,-8.223,5.549,0.197,151.83,569.57,3,6,9
COc1cccc(C(O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(N(=O)=O)cc4)cc3)cc2)c1,-8.2221,4.749,0.209,123.81,503.53,1,7,8
COc1ccc(-c2ccc(C(=O)c3ccc(C(=O)c4ccc(Cl)cc4COc4ccc(C(=O)O)cc4)cc3)cc2)cc1,-8.2198,7.755,0.171,89.9,577.03,1,5,10
CC(O)c1ccc(C(=O)c2cccc(-c3ccc(C(=O)c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)c2)cc1,-8.2195,6.702,0.219,88.51,546.64,1,5,8
O=C(c1ccccc1)c1cccc(-c2cccc(S(=O)(=O)c3ccc(Cc4ccccc4)cc3)c2)c1,-8.2192,7.008,0.232,51.21,488.61,0,3,7
COc1ccc(-c2ccc(C(=O)c3ccc(C(=O)c4ccc(N5CCC(Cc6ccccc6)NC(=O)c6cccc(c6)CN(c6ccccc6C(=O)O)CC5)cc4)cc3)cc2)cc1,-8.2191,9.78,0.124,116.25,833.99,2,7,11
CC(C)c1ccc(S(=O)(=O)c2ccc(C(=O)c3ccccc3C(=O)c3cccc(C(=O)c4ccccc4)c3)cc2)cc1,-8.2184,7.336,0.173,85.35,572.68,0,5,9
Nc1cccc(-c2ccc(C(=O)c3ccc(-c4ccc(c5ccc(S(=O)(=O)c6ccc(S(N)(=O)=O)cc6)cc5)cn4)cc3)cc2)c1,-8.2174,6.376,0.144,150.28,645.76,2,7,8
O=C(c1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccc(O)c(C(=O)Nc2ccc(-c3cccc(Nc4ccccc4)c3)cc2)c1,-8.2148,8.119,0.14,112.57,624.72,3,6,9
CN(C(=O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4Cl)cc3)cc2)cc1)C1CCc2ccccc21,-8.2135,7.394,0.166,88.59,634.15,0,5,8
COc1ccc(-c2ccccc2)cc1C(=O)c1ccc(S(=O)(=O)c2ccc(N(=O)=O)cc2)cc1,-8.2103,5.334,0.204,103.58,473.51,0,6,7
CC(C)c1ccc(S(=O)(=O)c2ccc(-c3ccc(C(=O)Nc4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.2061,7.793,0.197,80.31,559.69,1,4,8
CCc1ccc(C(=O)c2cccc(-c3ccc(S(=O)(=O)c4cccc(N(=O)=O)c4)cc3)c2)cc1,-8.205,5.888,0.19,94.35,471.53,0,5,7
O=C(O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)cc1,-8.2041,4.68,0.393,105.58,470.5,1,5,7
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccccc3COc3ccc(C(=O)c4ccccc4)cc3)cc2)cc1,-8.2027,6.869,0.189,77.51,546.64,0,5,9
COc1ccc(S(=O)(=O)c2ccc(N3C(=O)Nc4ccc(C(=O)c5ccc(S(=O)(=O)c6ccccc6)cc5)cc43)cc2)cc1,-8.1932,5.224,0.23,132.37,624.7,1,7,8
O=C(O)c1ccc(C(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,-8.1924,3.416,0.56,91.75,371.35,1,4,4
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4cccc(S(=O)(=O)c5ccccc5)c4)cc3)cc2)cc1,-8.1905,5.823,0.197,111.65,596.68,0,7,9
COc1cccc(C(=O)c2ccc(C(=O)c3cccc(N4C(=O)c5ccccc5N=C4NO)c3)cc2)c1,-8.1896,4.657,0.252,110.52,491.5,2,7,7
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccc(NS(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.1881,6.091,0.206,114.45,595.7,1,6,9
NS(=O)(=O)c1ccc(C(=O)c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)cc1,-8.1878,3.629,0.382,128.44,505.57,1,6,7
O=Cc1ccc(N=Cc2ccc(C(=O)c3ccc(C(=O)c4cccc(C(=O)Oc5ccccc5)c4)cc3)cc2)cc1,-8.1871,6.931,0.067,89.87,537.57,0,6,9
O=C(CN1C(=O)c2ccccc2C1=O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3ccccc3)cc2)cc1,-8.1861,4.229,0.273,105.66,509.54,0,6,7
O=C(c1ccc(C(=O)c2cccc(S(=O)(=O)c3ccccc3)c2)cc1)c1cccc(CCc2ccccc2)c1,-8.1841,6.767,0.197,68.28,530.65,0,4,9
O=C(c1ccc(C(=O)c2cccc(O)c2)cc1)c1ccc(c2cccc(C(=O)c3ccccc3)c2)cc1,-8.1819,6.752,0.26,71.44,482.54,1,4,7
Cc1ccc(C(=O)Nc2ccc(C(=O)c3cccc(S(=O)(=O)c4ccc(N(=O)=O)cc4)c3)cc2)cc1,-8.1802,5.219,0.211,123.45,500.53,1,6,7
Cn1cc(C(=O)c2ccccc2)cc1C(=O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(N4CCCCC4)c3)cc2)cc1,-8.1801,6.541,0.175,93.52,616.74,0,6,9
COc1ccc(C(=O)c2ccc(-c3ccc(C(=O)c4ccc(N=Cc5ccccc5C(=O)O)cc4)cc3)cc2)cc1,-8.179,7.273,0.157,93.03,539.59,1,5,9
O=C(c1ccccc1)c1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(Br)cc3)cc2)cc1,-8.1788,5.744,0.313,68.28,505.39,0,4,6
O=C(O)c1ccc(C(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccccc4Cl)cc3)cc2)cc1,-8.1778,5.731,0.35,88.51,468.89,1,4,7
CCc1ccc(-c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(N(=O)=O)cc4)cc3)cc2)cc1,-8.1771,5.49,0.242,111.42,507.59,0,6,7
CCC(=O)c1ccc(S(=O)(=O)c2cccc(C(=O)Oc3ccc(C(c4ccccc4)c4ccccc4)cc3)c2)cc1,-8.1763,7.512,0.081,77.51,560.67,0,5,9
CCN(CC)C(=O)c1cc(C(=O)c2ccc(C(=O)c3cccc(S(=O)(=O)c4ccc(N(=O)=O)cc4)c3)cc2)ccc1C,-8.1743,5.68,0.133,131.73,584.65,0,7,10
COc1ccc(C(=O)c2ccc(C(O)c3ccc(S(=O)(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.1725,6.072,0.219,97.74,562.64,1,6,9
COc1cc(C(=O)c2cccc(-c3ccc(C(=O)Oc4ccc(S(=O)(=O)c5ccc(S(=O)(=O)O)cc5)cc4)cc3)c2)cc(OC)c1OC,-8.172,5.909,0.076,159.57,688.73,1,10,11
COc1cccc(C(=O)c2cccc(S(=O)(=O)c3cccc(C(=O)Nc4ccc(C(=O)c5ccccc5)cc4)c3)c2)c1,-8.1686,6.242,0.209,106.61,575.64,1,6,9
CCC(=O)c1cccc(C(=O)C(C)Oc2ccc(C(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)c5ccccc5S(=O)(=O)c5ccccc5)cc4)cc3)cc2)c1,-8.1673,8.057,0.1,145.79,770.88,0,9,14
Cc1cccc(S(=O)(=O)c2ccc(C(=O)c3ccccc3C(=O)Oc3ccc(N(=O)=O)cc3)cc2)c1,-8.1667,5.186,0.112,120.65,501.52,0,7,7
O=C(c1ccccc1)c1ccc(C(=O)c2ccc(OCc3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)cc1,-8.1653,6.56,0.201,77.51,532.62,0,5,9
COc1ccc(c2cccc(N3C(=O)C4CCC=C4C4Oc5ccc(Oc6ccccc6C(=O)c6ccccc6)cc5C43C)c2)cc1OC,-8.1606,8.754,0.124,74.3,649.74,0,6,8
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccccc3)cc2NC(=O)c2ccc(N(=O)=O)cc2)cc1,-8.1605,5.219,0.211,123.45,500.53,1,6,7
CCOc1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(-c4cccc(-c5ccccc5Cc5ccccc5)c4)c3)cc2)cc1,-8.16,9.074,0.146,60.44,608.76,0,4,10
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3cccc(C(=O)c4ccccc4C(=O)O)c3)cc2)cc1,-8.1585,4.988,0.371,105.58,484.53,1,5,7
O=C(O)c1ccc(-c2ccc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)c5ccccc5-c5ccccc5)cc4)cc3)cc2)cc1,-8.1556,8.471,0.18,100.54,609.7,2,4,8
CCOC(=O)c1ccc(C(=O)c2ccc(C(=O)c3cccc(CNC(=O)c4cccc(S(=O)(=O)c5ccccc5)c4)c3)cc2)cc1,-8.1532,6.088,0.138,123.68,631.71,1,7,11
CCCS(=O)(=O)c1ccc(S(=O)(=O)N(C)C(=O)c2cc(c3ccccc3)ccc2Sc2ccc(C(=O)c3ccccc3)cc2)cc1,-8.1525,7.38,0.135,105.66,669.85,0,7,11
CC(N)c1cccc(C(=O)c2ccc(-c3ccc(C(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)c1,-8.1455,7.066,0.227,77.23,509.61,1,4,8
COc1cc(-c2ccc(C(=O)c3ccc(S(=O)(=O)c4cccc(C(=O)c5ccccc5)c4)cc3)cc2)ccc1SC,-8.1442,7.379,0.134,77.51,578.71,0,6,9
Cc1ccc2cccc(C(=O)c3ccccc3)Cc3nc(c(Br)cc3F)c2c1,-8.1438,6.337,0.441,29.96,434.31,0,2,2
Cc1cccc(S(=O)(=O)c2ccccc2Nc2ccc(C(=O)c3cc(c4cccc(C(=O)c5ccccc5)c4)ccc3Cl)cc2)c1,-8.1388,9.354,0.159,80.31,642.18,1,5,9
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)cn1,-8.1318,5.518,0.222,115.31,581.67,0,7,8
COc1cccc(C(=O)c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4cccc(C(=O)OCc5ccccc5)c4)cc3)cc2)c1,-8.1283,5.949,0.138,120.88,626.71,0,8,10
Cc1ccc(S(=O)(=O)c2cccc(C(=O)c3cccc(S(=O)(=O)c4cccc(C(=O)c5ccc(Br)cc5)c4)c3)c2)cc1,-8.1281,6.885,0.168,102.42,659.58,0,6,8
O=C(O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(-c4ccc(S(=O)(=O)c5ccc(S(=O)(=O)Oc6ccccc6)cc5)cc4)c3)cc2)cc1,-8.1248,6.716,0.111,166.02,738.82,1,9,11
O=C(ON=Nc1ccc(C(=O)c2ccc(O)cc2)cc1)c1cccc(C(=O)c2ccccc2C(=O)c2ccccc2)c1,-8.1217,6.941,0.12,122.46,554.56,1,8,9
O=C(Nc1cccc(S(=O)(=O)c2ccc(-c3cncc(C(=O)c4ccccc4)c3)cc2)c1)c1cccc(C(=O)c2cccc(C(F)(F)F)c2)c1,-8.1213,8.315,0.153,110.27,690.7,1,6,9
O=C(c1ccccc1)c1ccc(S(=O)(=O)c2ccc(N3c4ccccc4C(=O)N3c3cccc(C(F)(F)F)c3)cc2)cc1,-8.1192,6.864,0.196,78.14,598.6,0,4,6
O=C(O)c1ccc(-c2ccc(S(=O)(=O)c3cccc(S(=O)(=O)c4ccc(C(=O)c5ccccc5)cc4)c3)cc2)cc1,-8.1179,5.948,0.224,122.65,582.66,1,6,8
O=C(c1ccc(Oc2cccc(C(=O)c3ccccc3O)c2)cc1)c1ccc(N(=O)=O)cc1,-8.116,5.555,0.23,106.74,439.42,1,6,7
COc1ccc(C)cc1NS(=O)(=O)c1cccc(C(=O)c2ccc(-c3cccc(-c4ccc(S(N)(=O)=O)cc4)c3)cc2)c1,-8.1149,6.017,0.196,132.63,612.73,2,6,9
COc1ccc(N=Nc2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(Cl)cc4C(=O)OCCOc4ccccc4)cc3)cc2)cc1,-8.1098,8.064,0.058,120.69,655.13,0,9,12
O=C(O)c1cccc(C(=O)c2ccc(C(=O)c3cccc(S(=O)(=O)c4ccccc4)c3)cc2)c1,-8.1085,4.68,0.393,105.58,470.5,1,5,7
COc1ccc(N=C(Nc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)c3ccc(N(=O)=O)cc3)cc2)cc1,-8.1082,5.325,0.134,148.2,531.55,2,7,8
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(S(=O)(=O)N4CCC(c5ccc(-c6cccc(C(=N)N)c6)cc5)CC4)c3)cc2)cc1,-8.1075,6.278,0.099,147.69,693.85,2,7,10
CC(=O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)c4ccccc4)c3)cc2)cc1,-8.1073,5.184,0.349,85.35,468.53,0,5,7
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccccc4C(=O)OCc4ccccc4)cc3)cc2)cc1,-8.1047,6.249,0.143,111.65,610.71,0,7,9
Cc1cccc(S(=O)(=O)c2cccc(S(=O)(=O)Nc3ccc(C(=O)c4ccc(-c5cccc(S(=O)(=O)O)c5)cc4)cc3)c2)c1,-8.1039,5.773,0.151,151.75,647.75,2,7,9
CC(Cc1cccc(S(=O)(=O)c2ccc(N(=O)=O)cc2)c1)c1cccc(C(=O)c2ccc(Cc3ccccc3F)cc2)c1,-8.1034,7.735,0.094,94.35,593.68,0,5,10
CC(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.1032,6.453,0.195,102.42,580.68,0,6,8
CC(c1ccccc1)c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)Nc4ccccc4)cc3)cc2)cc1,-8.0989,6.756,0.218,97.38,581.72,1,5,8
CN(c1cccc(C(=O)c2ccccc2)c1)c1cccc(S(=O)(=O)c2ccccc2NC(=O)c2cccc(S(=O)(=O)c3ccc(Cl)cc3Cl)c2)c1,-8.0984,8.91,0.139,117.69,755.7,1,7,10
Cc1cccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)c1,-8.0975,5.29,0.382,68.28,440.52,0,4,6
CC(Nc1ccc(C(=O)c2ccc(N(=O)=O)cc2)cc1)c1cccc(C(=O)c2ccccc2)c1,-8.0968,6.23,0.195,89.31,450.49,1,5,8
CN(C(=O)C(=O)c1ccc(-c2cccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)cc3)c2)cc1)c1ccccc1,-8.0922,6.263,0.165,88.59,559.64,0,5,8
COC(=O)c1cccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)c1,-8.0904,4.768,0.277,94.58,484.53,0,6,7
COc1ccc(-c2cc(Oc3ccc(C(=O)c4ccc(S(=O)(=O)N5CCCCC5)cc4)cc3)ccc2C)cc1,-8.0889,6.869,0.228,72.91,541.67,0,5,8
O=C(O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)c4ccccc4)c3)cc2)cc1,-8.0869,4.68,0.393,105.58,470.5,1,5,7
O=C(Nc1ccc(N(=O)=O)cc1)c1ccc(C(=O)c2ccc(S(=O)(=O)c3ccccc3)cc2)cc1,-8.0857,4.911,0.225,123.45,486.51,1,6,7
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(N=NC(=O)c4ccccc4)cc3)cc2)cc1,-8.0855,5.683,0.248,102.23,484.53,0,6,7
COc1cccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)c1,-8.0842,4.99,0.366,77.51,456.52,0,5,7
COc1cccc(C(=O)c2ccc(S(=O)(=O)c3ccc(-c4cccc(-c5ccc(C(=O)O)cc5)c4)cc3)cc2)c1,-8.081,6.791,0.214,97.74,548.62,1,5,8
CCOc1ccc(S(=O)(=O)c2ccc(C(=O)c3cccc(S(=O)(=O)c4cccc(C(=O)c5ccc(C#N)cc5)c4)c3)cc2)cc1,-8.0803,6.085,0.168,135.44,635.72,0,8,10
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)cc1,-8.0787,4.99,0.366,77.51,456.52,0,5,7
O=C(OCCO)c1ccc(S(=O)(=O)c2ccc(C(=O)c3cccc(S(=O)(=O)N4CCC(c5ccccc5)C4Cc4ccc(Cc5ccccc5)cc4)c3)cc2)cc1,-8.0767,7.28,0.09,135.12,799.97,1,8,14
O=C(Nc1ccc(C2OC(C(CO)c3ccc(-c4ccccc4)cc3)OC(c3ccc(-c4ccccc4)cc3)=C2OCCCOc2ccccc2)cc1)c1ccccc1,-8.0749,11.317,0.101,86.25,779.93,2,6,15
O=C(c1ccc(F)cc1)c1ccc(C(=O)c2cccc(S(=O)(=O)c3cccc4ccccc34)c2)cc1,-8.0744,6.274,0.261,68.28,494.54,0,4,6
COc1ccccc1NC(=O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(C)=O)cc3)cc2)cc1,-8.0739,5.214,0.324,106.61,513.57,1,6,8
O=Nc1ccc(S(=O)(=O)c2ccc(-c3ccc(C(=O)c4cccc(C(=O)O)c4)cc3)cc2)cc1,-8.0733,5.514,0.28,117.94,471.49,1,6,7
O=C(O)c1ccc(S(=O)(=O)c2ccc(c3ccc(C(=O)c4ccccc4-c4ccc(S(=O)(=O)c5ccccc5C(=O)O)cc4)cc3)cc2)cc1,-8.0718,7.314,0.14,159.95,702.76,2,7,10
CCOC(=O)c1ccc(C(=O)Nc2ccc(C(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.0699,6.846,0.149,106.61,589.67,1,6,9
CCOc1ccccc1C(=O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3ccccc3)cc2)cc1,-8.0696,5.38,0.323,77.51,470.55,0,5,8
O=C(c1ccc(N(=O)=O)cc1)c1ccc(S(=O)(=O)c2cccc(N(=O)=O)c2)cc1,-8.0622,3.567,0.343,137.49,412.38,0,7,6
COc1ccc(S(=O)(=O)c2ccc(C(=O)c3cccc(C(=O)c4ccccc4)c3)cc2)cc1,-8.0619,4.99,0.366,77.51,456.52,0,5,7
CCOc1ccc(C(=O)c2cccc(C(=O)c3ccc(S(=O)(=O)c4cccc(S(=O)(=O)N5CCCCC5)c4)cc3)c2)cc1,-8.0591,5.555,0.214,114.89,617.75,0,7,10
O=C(Nc1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(N(=O)=O)c3)cc2)cc1)c1ccc(F)cc1,-8.0573,5.05,0.213,123.45,504.5,1,6,7
COc1ccc(C2C(=O)C2c2ccc(C(=O)O)cc2)cc1OC,-8.056,2.852,0.919,72.83,312.32,1,4,5
Cc1ccc(S(=O)(=O)c2ccccc2COc2ccc(C(=O)Oc3cccc(C(=O)c4ccccc4)c3)cc2)cc1,-8.0559,6.857,0.111,86.74,562.64,0,6,9
CCCN(CCC)c1ccc(N=Cc2ccc(-c3ccc(C(=O)c4cccc(C(=O)NCc5ccccc5)c4)cc3)cc2)cc1,-8.0538,8.892,0.11,61.77,593.77,1,4,13
NC(=O)c1ccc(S(=O)c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccc(S(N)(=O)=O)cc4)cc3)cc2)cc1,-8.0522,2.663,0.308,171.53,568.65,2,7,8
O=C(Nc1ccc(C(=O)c2cccc(S(=O)(=O)c3ccccc3)c2)cc1C(=O)Nc1ccccc1)c1ccccc1,-8.0491,6.255,0.218,109.41,560.63,2,5,8
COc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccccc3C(=O)c3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)cc1,-8.0478,5.823,0.197,111.65,596.68,0,7,9
CCCCc1ccccc1CNC(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)c3ccccc3OC)cc2)cc1,-8.0472,6.032,0.234,89.54,541.67,1,5,11
COc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)cc1,-8.0436,4.99,0.366,77.51,456.52,0,5,7
CCOc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)c4ccc(N5C(=O)NC5=O)cc4)c3)cc2)cc1,-8.0427,4.632,0.278,143.99,590.64,1,8,9
O=C(O)c1ccc(Nc2cccc(c3cc(c4ccccn4)ccc3-c3ccc(C(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)c2)cc1,-8.0394,9.986,0.143,96.36,650.73,2,5,10
Cc1cccc(-c2ccc(S(=O)(=O)c3cccc(-c4ccc(C(=O)c5ccccc5)cc4)c3)cc2)c1,-8.0366,7.393,0.234,51.21,488.61,0,3,6
COc1cc(C(=O)Nc2cccc(S(=O)(=O)c3ccccc3)c2)cc(Oc2ccc(C(=O)c3ccccc3)cc2)c1C,-8.0363,7.112,0.188,98.77,577.66,1,6,9
CC(=O)Oc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccccc3NC(=O)c3ccccc3)cc2)cc1,-8.0337,4.928,0.22,106.61,499.54,1,6,7
Nc1ccc(S(=O)(=O)c2cccc(C(=O)Nc3cccc(C(=O)c4cccc(N(=O)=O)c4)c3)c2)cc1,-8.0334,4.493,0.164,149.47,501.52,2,7,7
CN(c1ccccc1)c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)cc1,-8.028,6.351,0.203,88.59,567.69,0,6,8
O=C(Nc1ccc(S(=O)(=O)c2cccc(S(=O)(=O)c3ccccc3NC(=O)c3cccc(N(=O)=O)c3)c2)cc1)OCCc1ccccc1,-8.0276,6.304,0.119,178.85,685.74,2,9,11
CC(=O)Nc1cccc(-c2ccc(C(=O)c3cccc(S(=O)(=O)c4ccc(S(N)(=O)=O)cc4)c3)cc2)c1,-8.0204,4.023,0.343,140.47,534.62,2,6,7
O=C(c1ccc(O)cc1)c1ccc(N2c3ccccc3Sc3ccccc32)cc1,-8.0184,6.558,0.351,40.54,395.48,1,4,3
COc1ccc(CCNC(=O)c2ccccc2C)cc1C(c1ccccc1)c1cccc(S(=O)(=O)c2ccc(N(=O)=O)cc2)c1,-8.0162,6.897,0.098,115.61,620.73,1,6,11
COc1ccc(S(=O)(=O)c2ccc(C(=O)Oc3ccc(C(=O)c4ccccc4C)cc3)cc2)cc1,-8.0157,5.287,0.201,86.74,486.55,0,6,7
NS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)CCN3C(=O)c4ccccc4C3=O)cc2)cc1,-8.015,2.036,0.387,148.75,498.54,1,7,7
COC(=O)c1cccc(C(=O)c2ccccc2C(=O)c2cccc(S(=O)(=O)c3cccc(C(=O)c4ccccc4)c3)c2)c1,-8.0135,5.999,0.153,111.65,588.64,0,7,9
CCOc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(OC(=O)c4ccccc4)cc3)cc2)cc1,-8.0095,5.368,0.189,86.74,486.55,0,6,8
Cc1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)c4ccccc4)c3)cc2)cc1,-8.0069,5.29,0.382,68.28,440.52,0,4,6
O=C(c1ccc(O)cc1)c1ccc(-c2ccc(Nc3cc(S(=O)(=O)CCO)cc(c4ccc(S(=O)(=O)c5ccccc5)cc4)c3)cc2)cc1,-8.0063,7.3,0.121,137.84,689.81,3,8,11
O=C(c1ccccc1)c1cccc(C(=O)c2ccc(C(=O)c3ccc4ccccc4c3O)cc2)c1,-8.0021,6.238,0.307,71.44,456.5,1,4,6
Cc1ccc(C(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,-8.0013,4.027,0.534,54.45,341.37,0,3,3
Cc1cccc(S(=O)(=O)c2ccc(C(=O)c3csc(-c4cccc(N(=O)=O)c4)c3)cc2)c1,-7.9982,5.696,0.208,94.35,463.54,0,6,6
COc1ccccc1C(=O)c1ccc(S(=O)(=O)c2cccc(C(=O)c3ccccc3)c2)cc1,-7.9971,4.99,0.366,77.51,456.52,0,5,7
